Date,Store,Dept,Weekly_Sales
2012-11-23,1,41,2661.893200000002
2012-11-23,1,42,7478.2361999999985
2012-11-23,1,44,7225.218499999996
2012-11-23,1,46,18759.342000000015
2012-11-23,1,48,3448.4797999999996
2012-11-23,1,49,9211.860300000002
2012-11-23,1,52,3287.157
2012-11-23,1,54,50.402200000000015
2012-11-23,1,55,44526.80190000001
2012-11-23,1,56,1286.4724999999992
2012-11-23,1,58,3893.1
2012-11-23,1,59,1246.0874999999996
2012-11-23,1,60,923.3840000000004
2012-11-23,1,67,7394.3098000000045
2012-11-23,1,71,4631.698
2012-11-23,1,72,93417.1264
2012-11-23,1,74,18300.397499999985
2012-11-23,1,79,31941.38679999999
2012-11-23,1,80,18182.926200000005
2012-11-23,1,81,30403.817600000006
2012-11-23,1,82,22377.2969
2012-11-23,1,83,5241.6758999999975
2012-11-23,1,85,3690.1430999999975
2012-11-23,1,87,47281.5439
2012-11-23,1,90,94174.8361
2012-11-23,1,91,61526.06079999999
2012-11-23,1,92,100000.0
2012-11-23,1,93,83886.43029999999
2012-11-23,1,94,69526.44309999999
2012-11-23,1,95,99933.5891
2012-11-23,1,96,38562.474800000025
2012-11-23,1,97,34004.8371
2012-11-23,1,98,19224.937900000015
2012-11-23,1,99,2701.1001
2012-11-30,1,1,32777.2899
2012-11-30,1,2,46872.08489999997
2012-11-30,1,3,10364.389700000003
2012-11-30,1,4,42839.4778
2012-11-30,1,5,49068.88929999999
2012-11-30,1,6,8590.317900000002
2012-11-30,1,7,54430.90639999998
2012-11-30,1,8,37692.2835
2012-11-30,1,9,41514.05600000002
2012-11-30,1,10,29790.57129999998
2012-11-30,1,11,27105.970800000025
2012-11-30,1,12,8083.847500000001
2012-11-30,1,13,37281.53309999998
2012-11-30,1,14,38104.728000000025
2012-11-30,1,16,7610.753099999999
2012-11-30,1,17,10970.553000000004
2012-11-30,1,18,22671.378299999997
2012-11-30,1,19,1150.7651999999998
2012-11-30,1,20,4359.642200000001
2012-11-30,1,21,8692.076599999999
2012-11-30,1,22,10611.016000000003
2012-11-30,1,23,27146.92180000001
2012-11-30,1,24,10360.179700000002
2012-11-30,1,25,11773.342499999993
2012-11-30,1,26,6954.260299999994
2012-11-30,1,27,1805.0067000000015
2012-11-30,1,28,840.6318999999999
2012-11-30,1,29,5822.1903999999995
2012-11-30,1,30,2560.8534999999993
2012-11-30,1,31,1636.0363999999993
2012-11-30,1,32,7288.561399999999
2012-11-30,1,33,6795.324799999998
2012-11-30,1,34,13874.967200000006
2012-11-30,1,35,2726.855
2012-11-30,1,36,2090.2701
2012-11-30,1,37,2423.9707000000008
2012-11-30,1,38,68393.22490000003
2012-11-30,1,40,59448.037599999996
2012-11-30,1,41,2068.0490000000004
2012-11-30,1,42,7443.316699999999
2012-11-30,1,44,7108.303499999997
2012-11-30,1,45,37.418
2012-11-30,1,46,17548.370399999993
2012-11-30,1,48,3004.2798
2012-11-30,1,49,9157.931799999998
2012-11-30,1,52,2653.123100000001
2012-11-30,1,54,51.981200000000015
2012-11-30,1,55,27171.920600000027
2012-11-30,1,56,986.9592000000001
2012-11-30,1,58,3954.52
2012-11-30,1,59,1749.2559999999985
2012-11-30,1,60,938.2760000000002
2012-11-30,1,67,7641.9689000000035
2012-11-30,1,71,3109.5805
2012-11-30,1,72,56383.1636
2012-11-30,1,74,10597.468399999998
2012-11-30,1,79,30626.916900000033
2012-11-30,1,80,17983.979199999998
2012-11-30,1,81,29151.13749999999
2012-11-30,1,82,20552.92350000001
2012-11-30,1,83,5048.551999999997
2012-11-30,1,85,3703.493499999997
2012-11-30,1,87,47967.392700000004
2012-11-30,1,90,86805.31559999999
2012-11-30,1,91,58263.00529999999
2012-11-30,1,92,100000.0
2012-11-30,1,93,75739.1731
2012-11-30,1,94,68126.54169999999
2012-11-30,1,95,99588.76219999998
2012-11-30,1,96,36494.09309999999
2012-11-30,1,97,32733.74730000003
2012-11-30,1,98,15886.791300000019
2012-11-30,1,99,2880.15
2012-12-07,1,1,49771.758799999974
2012-12-07,1,2,49513.25420000001
2012-12-07,1,3,14085.820400000002
2012-12-07,1,4,40504.828099999984
2012-12-07,1,5,56099.44789999999
2012-12-07,1,6,9756.309400000002
2012-12-07,1,7,69413.67020000001
2012-12-07,1,8,49453.59900000002
2012-12-07,1,9,38851.66639999998
2012-12-07,1,10,31058.770199999984
2012-12-07,1,11,30546.604500000016
2012-12-07,1,12,10949.5539
2012-12-07,1,13,41107.76359999999
2012-12-07,1,14,41895.770000000026
2012-12-07,1,16,8850.567200000003
2012-12-07,1,17,16245.147799999995
2012-12-07,1,18,77032.84170000002
2012-12-07,1,19,1315.3294999999991
2012-12-07,1,20,4539.842800000001
2012-12-07,1,21,9693.510199999999
2012-12-07,1,22,10083.2624
2012-12-07,1,23,44841.69520000002
2012-12-07,1,24,14877.5128
2012-12-07,1,25,11897.413800000004
2012-12-07,1,26,8115.010399999999
2012-12-07,1,27,4847.934200000002
2012-12-07,1,28,734.2834999999999
2012-12-07,1,29,9992.050599999995
2012-12-07,1,30,2421.7408
2012-12-07,1,31,4702.333499999999
2012-12-07,1,32,24360.67649999999
2012-12-07,1,33,18174.63
2012-12-07,1,34,13499.950899999998
2012-12-07,1,35,2672.8494
2012-12-07,1,36,1994.118200000001
2012-12-07,1,37,2787.085799999999
2012-12-07,1,38,81099.97030000003
2012-12-07,1,40,61924.329899999975
2012-12-07,1,41,1631.0023000000012
2012-12-07,1,42,7338.870799999996
2012-12-07,1,44,7063.000799999995
2012-12-07,1,45,20.01880000000002
2012-12-07,1,46,39370.70119999998
2012-12-07,1,48,1890.08
2012-12-07,1,49,10310.996399999996
2012-12-07,1,52,2805.194100000001
2012-12-07,1,54,71.07240000000007
2012-12-07,1,55,22510.524900000004
2012-12-07,1,56,1701.9918999999995
2012-12-07,1,58,3980.307299999999
2012-12-07,1,59,5993.4616000000005
2012-12-07,1,60,1521.2059999999994
2012-12-07,1,67,9551.786200000002
2012-12-07,1,71,2673.0288999999993
2012-12-07,1,72,59165.8203
2012-12-07,1,74,10112.547900000003
2012-12-07,1,79,42977.68539999998
2012-12-07,1,80,20622.0307
2012-12-07,1,81,33007.9675
2012-12-07,1,82,42351.058200000014
2012-12-07,1,83,5857.059300000001
2012-12-07,1,85,5683.430300000007
2012-12-07,1,87,58736.60150000001
2012-12-07,1,90,95129.67200000006
2012-12-07,1,91,71747.18810000001
2012-12-07,1,92,100000.0
2012-12-07,1,93,83376.79109999994
2012-12-07,1,94,61784.89019999999
2012-12-07,1,95,100000.0
2012-12-07,1,96,34764.43119999999
2012-12-07,1,97,38174.389999999985
2012-12-07,1,98,13355.164999999997
2012-12-07,1,99,1384.3123999999998
2012-12-14,1,1,45938.225299999984
2012-12-14,1,2,50068.095599999986
2012-12-14,1,3,12280.2251
2012-12-14,1,4,38283.4824
2012-12-14,1,5,41902.56099999998
2012-12-14,1,6,7980.546300000004
2012-12-14,1,7,65840.02539999997
2012-12-14,1,8,36470.26919999998
2012-12-14,1,9,27652.577600000022
2012-12-14,1,10,30208.45509999999
2012-12-14,1,11,29900.777400000003
2012-12-14,1,12,7785.448199999996
2012-12-14,1,13,36786.003399999994
2012-12-14,1,14,23864.11769999999
2012-12-14,1,16,5217.780600000001
2012-12-14,1,17,11430.248399999999
2012-12-14,1,18,32330.12490000002
2012-12-14,1,19,1339.0422999999992
2012-12-14,1,20,3111.2314000000006
2012-12-14,1,21,9316.786899999996
2012-12-14,1,22,10881.271799999999
2012-12-14,1,23,32766.10669999999
2012-12-14,1,24,11483.712599999997
2012-12-14,1,25,11537.556100000003
2012-12-14,1,26,8256.594999999998
2012-12-14,1,27,3126.0673000000015
2012-12-14,1,28,759.409
2012-12-14,1,29,7067.645
2012-12-14,1,30,2352.4300999999996
2012-12-14,1,31,3622.6559999999986
2012-12-14,1,32,15061.54640000001
2012-12-14,1,33,11088.285799999998
2012-12-14,1,34,13988.236299999999
2012-12-14,1,35,2688.0947999999994
2012-12-14,1,36,2523.8612000000003
2012-12-14,1,37,2453.7973999999995
2012-12-14,1,38,77423.42500000002
2012-12-14,1,40,61271.181700000016
2012-12-14,1,41,1569.4912000000008
2012-12-14,1,42,6698.435399999999
2012-12-14,1,44,6808.393999999997
2012-12-14,1,46,30561.101000000002
2012-12-14,1,48,2031.0398
2012-12-14,1,49,9912.093199999998
2012-12-14,1,52,2887.4336000000003
2012-12-14,1,54,53.83200000000007
2012-12-14,1,55,20186.890200000005
2012-12-14,1,56,1368.9946999999988
2012-12-14,1,58,4227.36
2012-12-14,1,59,3707.1495
2012-12-14,1,60,1510.4379999999999
2012-12-14,1,67,9267.4146
2012-12-14,1,71,2693.3190999999993
2012-12-14,1,72,57527.37120000001
2012-12-14,1,74,9467.711400000004
2012-12-14,1,79,33081.26950000001
2012-12-14,1,80,19354.9535
2012-12-14,1,81,30483.057299999982
2012-12-14,1,82,27885.054599999985
2012-12-14,1,83,5862.473699999998
2012-12-14,1,85,5795.484500000009
2012-12-14,1,87,47997.787800000006
2012-12-14,1,90,93782.96340000011
2012-12-14,1,91,68068.36639999998
2012-12-14,1,92,100000.0
2012-12-14,1,93,78817.09739999998
2012-12-14,1,94,57787.355999999985
2012-12-14,1,95,100000.0
2012-12-14,1,96,31522.356599999996
2012-12-14,1,97,36791.336500000005
2012-12-14,1,98,14819.487700000009
2012-12-14,1,99,1013.3811999999999
2012-12-21,1,1,62873.736800000035
2012-12-21,1,2,56126.46970000005
2012-12-21,1,3,13593.402499999998
2012-12-21,1,4,41163.366800000025
2012-12-21,1,5,65572.41180000009
2012-12-21,1,6,14791.535199999998
2012-12-21,1,7,85448.56599999999
2012-12-21,1,8,45979.44799999999
2012-12-21,1,9,37553.127400000005
2012-12-21,1,10,31334.91299999998
2012-12-21,1,11,28861.346400000002
2012-12-21,1,12,9903.9103
2012-12-21,1,13,36820.85040000002
2012-12-21,1,14,46079.02370000001
2012-12-21,1,16,6182.0953
2012-12-21,1,17,18552.6091
2012-12-21,1,18,44629.859799999984
2012-12-21,1,19,1742.4690000000005
2012-12-21,1,20,4093.2228999999998
2012-12-21,1,21,11076.7725
2012-12-21,1,22,12614.621400000004
2012-12-21,1,23,50221.84170000001
2012-12-21,1,24,15370.777099999992
2012-12-21,1,25,12925.770700000001
2012-12-21,1,26,10043.136999999999
2012-12-21,1,27,6179.5337
2012-12-21,1,28,903.2948000000006
2012-12-21,1,29,10816.126099999989
2012-12-21,1,30,2205.568400000001
2012-12-21,1,31,6093.676499999997
2012-12-21,1,32,45376.5329
2012-12-21,1,33,18537.847400000002
2012-12-21,1,34,14087.4391
2012-12-21,1,35,2966.265999999999
2012-12-21,1,36,3229.0510999999997
2012-12-21,1,37,2737.989900000001
2012-12-21,1,38,70670.78840000002
2012-12-21,1,40,60791.916099999995
2012-12-21,1,41,2432.008200000001
2012-12-21,1,42,7074.906599999993
2012-12-21,1,44,7062.356299999999
2012-12-21,1,46,47886.842499999955
2012-12-21,1,47,-84.305
2012-12-21,1,48,2618.78
2012-12-21,1,49,10006.405900000002
2012-12-21,1,52,2861.8119999999994
2012-12-21,1,54,95.75080000000004
2012-12-21,1,55,26820.083000000002
2012-12-21,1,56,892.1870999999992
2012-12-21,1,58,4072.6093999999994
2012-12-21,1,59,9119.8053
2012-12-21,1,60,1493.5260000000007
2012-12-21,1,67,12964.854900000004
2012-12-21,1,71,3335.7835000000005
2012-12-21,1,72,69321.92310000003
2012-12-21,1,74,12719.955399999993
2012-12-21,1,79,32225.042400000035
2012-12-21,1,80,19135.11560000001
2012-12-21,1,81,30180.458199999994
2012-12-21,1,82,51972.384700000046
2012-12-21,1,83,5638.915599999999
2012-12-21,1,85,7096.39170000001
2012-12-21,1,87,48578.33809999998
2012-12-21,1,90,91022.62850000005
2012-12-21,1,91,63035.035199999955
2012-12-21,1,92,100000.0
2012-12-21,1,93,79366.81829999997
2012-12-21,1,94,68276.28220000006
2012-12-21,1,95,100000.0
2012-12-21,1,96,35723.47019999999
2012-12-21,1,97,36613.67200000003
2012-12-21,1,98,16559.949500000017
2012-12-21,1,99,1409.9432000000002
2012-12-28,1,1,22356.749900000003
2012-12-28,1,2,49437.70200000003
2012-12-28,1,3,10215.774899999995
2012-12-28,1,4,40199.09220000004
2012-12-28,1,5,61796.33329999999
2012-12-28,1,6,15024.826400000004
2012-12-28,1,7,50445.79269999995
2012-12-28,1,8,34861.678999999975
2012-12-28,1,9,30552.838299999992
2012-12-28,1,10,30952.534799999976
2012-12-28,1,11,26334.727799999993
2012-12-28,1,12,8060.187899999997
2012-12-28,1,13,36333.87480000004
2012-12-28,1,14,38896.46930000003
2012-12-28,1,16,5322.1582
2012-12-28,1,17,10927.975599999996
2012-12-28,1,18,17809.633100000014
2012-12-28,1,19,1730.9658999999997
2012-12-28,1,20,4376.8947000000035
2012-12-28,1,21,8616.666599999997
2012-12-28,1,22,13547.615799999998
2012-12-28,1,23,27987.0594
2012-12-28,1,24,13772.071299999996
2012-12-28,1,25,11389.783300000003
2012-12-28,1,26,10439.083699999997
2012-12-28,1,27,2223.5870999999984
2012-12-28,1,28,799.5208000000006
2012-12-28,1,29,7418.656899999994
2012-12-28,1,30,2401.7466000000004
2012-12-28,1,31,2329.6208999999994
2012-12-28,1,32,12811.99649999999
2012-12-28,1,33,5672.6990000000005
2012-12-28,1,34,11787.888299999999
2012-12-28,1,35,2778.344599999999
2012-12-28,1,36,2517.445999999999
2012-12-28,1,37,2743.3182000000024
2012-12-28,1,38,68712.62120000002
2012-12-28,1,40,58943.57039999998
2012-12-28,1,41,2326.9794
2012-12-28,1,42,7189.639300000003
2012-12-28,1,44,6269.932000000001
2012-12-28,1,46,26242.298699999992
2012-12-28,1,48,2696.0229
2012-12-28,1,49,11388.75479999999
2012-12-28,1,52,2582.4998
2012-12-28,1,54,80.29980000000008
2012-12-28,1,55,36034.27250000002
2012-12-28,1,56,623.5363999999997
2012-12-28,1,58,3590.46
2012-12-28,1,59,5722.640900000001
2012-12-28,1,60,744.5680000000002
2012-12-28,1,67,8155.592600000001
2012-12-28,1,71,3535.1120000000037
2012-12-28,1,72,78547.89950000001
2012-12-28,1,74,13615.042000000007
2012-12-28,1,79,29558.236500000035
2012-12-28,1,80,17893.63160000002
2012-12-28,1,81,28078.474799999967
2012-12-28,1,82,35079.276599999976
2012-12-28,1,83,5125.102599999999
2012-12-28,1,85,5144.6268999999975
2012-12-28,1,87,47910.9233
2012-12-28,1,90,83846.16629999997
2012-12-28,1,91,53112.76639999996
2012-12-28,1,92,100000.0
2012-12-28,1,93,60481.9889
2012-12-28,1,94,53910.87209999999
2012-12-28,1,95,96565.21110000007
2012-12-28,1,96,37063.0348
2012-12-28,1,97,33023.59060000001
2012-12-28,1,98,15643.78640000001
2012-12-28,1,99,469.1122000000001
2013-01-04,1,1,17499.864099999984
2013-01-04,1,2,46438.5711
2013-01-04,1,3,12776.199300000004
2013-01-04,1,4,38043.51200000002
2013-01-04,1,5,26208.32630000001
2013-01-04,1,6,2571.6297999999983
2013-01-04,1,7,11696.724200000004
2013-01-04,1,8,38769.70850000002
2013-01-04,1,9,16522.107900000003
2013-01-04,1,10,26219.937199999997
2013-01-04,1,11,24368.51850000002
2013-01-04,1,12,7929.265299999998
2013-01-04,1,13,39809.89619999999
2013-01-04,1,14,14620.07019999999
2013-01-04,1,16,5998.158699999999
2013-01-04,1,17,8708.155700000003
2013-01-04,1,18,6751.2163999999975
2013-01-04,1,19,868.3300000000011
2013-01-04,1,20,3415.4067000000014
2013-01-04,1,21,7491.134800000001
2013-01-04,1,22,8527.561699999995
2013-01-04,1,23,17887.84589999999
2013-01-04,1,24,6409.371099999998
2013-01-04,1,25,6787.062900000001
2013-01-04,1,26,4387.8354999999965
2013-01-04,1,27,1980.7878
2013-01-04,1,28,747.3810999999996
2013-01-04,1,29,4936.687400000001
2013-01-04,1,30,2743.7780000000002
2013-01-04,1,31,2991.030100000002
2013-01-04,1,32,4168.381300000005
2013-01-04,1,33,3909.2827
2013-01-04,1,34,8515.613100000002
2013-01-04,1,35,2006.1474000000017
2013-01-04,1,36,1162.7822000000003
2013-01-04,1,37,3250.260600000004
2013-01-04,1,38,89129.86479999997
2013-01-04,1,40,64893.68479999999
2013-01-04,1,41,348.0861000000002
2013-01-04,1,42,7563.682600000006
2013-01-04,1,44,4281.538700000004
2013-01-04,1,46,16068.158699999993
2013-01-04,1,48,851.05
2013-01-04,1,49,10700.9346
2013-01-04,1,52,1838.121399999999
2013-01-04,1,54,29.903600000000015
2013-01-04,1,55,12512.523700000009
2013-01-04,1,56,947.5492999999997
2013-01-04,1,58,2584.791
2013-01-04,1,59,470.98770000000013
2013-01-04,1,60,1243.7900000000004
2013-01-04,1,67,7480.142299999996
2013-01-04,1,71,2686.079299999998
2013-01-04,1,72,40569.37380000001
2013-01-04,1,74,12039.705200000002
2013-01-04,1,79,42942.09649999994
2013-01-04,1,80,18186.33890000001
2013-01-04,1,81,30486.966100000016
2013-01-04,1,82,20669.77329999999
2013-01-04,1,83,6141.286900000001
2013-01-04,1,85,3006.1400999999987
2013-01-04,1,87,61861.357600000025
2013-01-04,1,90,86908.40340000001
2013-01-04,1,91,67714.28300000001
2013-01-04,1,92,100000.0
2013-01-04,1,93,75067.70429999998
2013-01-04,1,94,64476.264200000034
2013-01-04,1,95,99760.83499999996
2013-01-04,1,96,30656.084
2013-01-04,1,97,35875.12290000001
2013-01-04,1,98,11869.651000000003
2013-01-11,1,1,17440.69749999998
2013-01-11,1,2,45176.856400000004
2013-01-11,1,3,13306.406200000001
2013-01-11,1,4,36285.88680000001
2013-01-11,1,5,23351.892000000003
2013-01-11,1,6,2967.3453000000004
2013-01-11,1,7,10310.694299999997
2013-01-11,1,8,35938.965200000006
2013-01-11,1,9,17283.667300000005
2013-01-11,1,10,26443.640100000008
2013-01-11,1,11,23400.950299999997
2013-01-11,1,12,8006.478999999991
2013-01-11,1,13,38344.4026
2013-01-11,1,14,16140.43059999999
2013-01-11,1,16,7095.0062999999955
2013-01-11,1,17,8889.210400000007
2013-01-11,1,18,3643.0596999999993
2013-01-11,1,19,796.9832000000008
2013-01-11,1,20,4050.9133000000015
2013-01-11,1,21,7364.434399999995
2013-01-11,1,22,8336.060599999995
2013-01-11,1,23,16145.159699999987
2013-01-11,1,24,4205.736800000002
2013-01-11,1,25,6374.250499999998
2013-01-11,1,26,4301.161
