Store_Dept_Date,Weekly_Sales
1_18_2012-11-16,12804.572699999997
1_19_2012-11-16,1026.7716999999998
1_20_2012-11-16,3286.8343000000004
1_21_2012-11-16,8267.069099999999
1_22_2012-11-16,7682.060600000002
1_23_2012-11-16,22823.21209999999
1_24_2012-11-16,6610.178399999997
1_25_2012-11-16,10499.831299999994
1_26_2012-11-16,7353.885000000004
1_27_2012-11-16,1853.7001000000016
1_28_2012-11-16,711.4791
1_29_2012-11-16,5663.262699999999
1_30_2012-11-16,2313.024500000001
1_31_2012-11-16,1662.0303999999999
1_32_2012-11-16,5896.0530999999955
1_33_2012-11-16,5779.708399999999
1_34_2012-11-16,12580.004699999996
1_35_2012-11-16,2573.9788999999982
1_36_2012-11-16,2015.4097000000006
1_37_2012-11-16,2724.5670000000014
1_38_2012-11-16,78149.9358
1_40_2012-11-16,60511.14490000002
1_41_2012-11-16,1215.4609
1_42_2012-11-16,7730.910999999996
1_44_2012-11-16,5838.027799999999
1_46_2012-11-16,17775.05949999999
1_48_2012-11-16,2413.4997999999996
1_49_2012-11-16,10013.398199999989
1_52_2012-11-16,2107.887600000001
1_54_2012-11-16,39.60120000000004
1_55_2012-11-16,20872.729000000003
1_56_2012-11-16,1016.9837999999996
1_58_2012-11-16,3917.8884999999996
1_59_2012-11-16,776.2018000000003
1_60_2012-11-16,873.7519999999997
1_67_2012-11-16,6990.276700000004
1_71_2012-11-16,2426.9781000000003
1_72_2012-11-16,43677.35079999997
1_74_2012-11-16,9756.972799999998
1_79_2012-11-16,32496.73040000003
1_80_2012-11-16,19110.672799999993
1_81_2012-11-16,30545.562500000004
1_82_2012-11-16,20473.5015
1_83_2012-11-16,5568.771
1_85_2012-11-16,3164.1686
1_87_2012-11-16,48388.37169999998
1_90_2012-11-16,93823.86320000007
1_91_2012-11-16,68089.45139999999
1_92_2012-11-16,100000.0
1_93_2012-11-16,82544.23079999993
1_94_2012-11-16,61528.97339999996
1_95_2012-11-16,100000.0
1_96_2012-11-16,31013.710499999994
1_97_2012-11-16,36723.082300000024
1_98_2012-11-16,14701.783800000007
1_1_2012-11-23,20952.868400000007
1_2_2012-11-23,47104.58969999997
1_3_2012-11-23,10176.388600000008
1_4_2012-11-23,45590.62450000001
1_5_2012-11-23,71621.40190000006
1_6_2012-11-23,21395.143000000007
1_7_2012-11-23,81643.66499999998
1_8_2012-11-23,36321.00490000001
1_9_2012-11-23,41316.415500000025
1_10_2012-11-23,31421.142899999963
1_11_2012-11-23,28805.211600000035
1_12_2012-11-23,9260.699699999994
1_13_2012-11-23,38195.7759
1_14_2012-11-23,52465.05490000002
1_16_2012-11-23,8060.468099999997
1_17_2012-11-23,12417.1377
1_18_2012-11-23,27877.433700000016
1_19_2012-11-23,1093.3878999999993
1_20_2012-11-23,5321.637300000001
1_21_2012-11-23,9785.669400000002
1_22_2012-11-23,17017.980500000016
1_23_2012-11-23,32901.643300000025
1_24_2012-11-23,15195.497099999988
1_25_2012-11-23,12112.511199999992
1_26_2012-11-23,9127.406200000005
1_27_2012-11-23,2014.9535000000021
1_28_2012-11-23,826.3609
1_29_2012-11-23,5898.548400000001
1_30_2012-11-23,2649.1432999999984
1_31_2012-11-23,1624.7200999999989
1_32_2012-11-23,8892.2428
1_33_2012-11-23,10150.688399999988
1_34_2012-11-23,14454.080300000007
1_35_2012-11-23,2916.268799999999
1_36_2012-11-23,2588.416600000001
1_37_2012-11-23,2658.1307000000024
1_38_2012-11-23,64304.45030000003
1_40_2012-11-23,59821.09440000002
1_41_2012-11-23,2661.893200000002
1_42_2012-11-23,7478.2361999999985
1_44_2012-11-23,7225.218499999996
1_46_2012-11-23,18759.342000000015
1_48_2012-11-23,3448.4797999999996
1_49_2012-11-23,9211.860300000002
1_52_2012-11-23,3287.157
1_54_2012-11-23,50.402200000000015
1_55_2012-11-23,44526.80190000001
1_56_2012-11-23,1286.4724999999992
1_58_2012-11-23,3893.1
1_59_2012-11-23,1246.0874999999996
1_60_2012-11-23,923.3840000000004
1_67_2012-11-23,7394.3098000000045
1_71_2012-11-23,4631.698
1_72_2012-11-23,93417.1264
1_74_2012-11-23,18300.397499999985
1_79_2012-11-23,31941.38679999999
1_80_2012-11-23,18182.926200000005
1_81_2012-11-23,30403.817600000006
1_82_2012-11-23,22377.2969
1_83_2012-11-23,5241.6758999999975
1_85_2012-11-23,3690.1430999999975
1_87_2012-11-23,47281.5439
1_90_2012-11-23,94174.8361
1_91_2012-11-23,61526.06079999999
1_92_2012-11-23,100000.0
1_93_2012-11-23,83886.43029999999
1_94_2012-11-23,69526.44309999999
1_95_2012-11-23,99933.5891
1_96_2012-11-23,38562.474800000025
1_97_2012-11-23,34004.8371
1_98_2012-11-23,19224.937900000015
1_99_2012-11-23,2701.1001
1_1_2012-11-30,32777.2899
1_2_2012-11-30,46872.08489999997
1_3_2012-11-30,10364.389700000003
1_4_2012-11-30,42839.4778
1_5_2012-11-30,49068.88929999999
1_6_2012-11-30,8590.317900000002
1_7_2012-11-30,54430.90639999998
1_8_2012-11-30,37692.2835
1_9_2012-11-30,41514.05600000002
1_10_2012-11-30,29790.57129999998
1_11_2012-11-30,27105.970800000025
1_12_2012-11-30,8083.847500000001
1_13_2012-11-30,37281.53309999998
1_14_2012-11-30,38104.728000000025
1_16_2012-11-30,7610.753099999999
1_17_2012-11-30,10970.553000000004
1_18_2012-11-30,22671.378299999997
1_19_2012-11-30,1150.7651999999998
1_20_2012-11-30,4359.642200000001
1_21_2012-11-30,8692.076599999999
1_22_2012-11-30,10611.016000000003
1_23_2012-11-30,27146.92180000001
1_24_2012-11-30,10360.179700000002
1_25_2012-11-30,11773.342499999993
1_26_2012-11-30,6954.260299999994
1_27_2012-11-30,1805.0067000000015
1_28_2012-11-30,840.6318999999999
1_29_2012-11-30,5822.1903999999995
1_30_2012-11-30,2560.8534999999993
1_31_2012-11-30,1636.0363999999993
1_32_2012-11-30,7288.561399999999
1_33_2012-11-30,6795.324799999998
1_34_2012-11-30,13874.967200000006
1_35_2012-11-30,2726.855
1_36_2012-11-30,2090.2701
1_37_2012-11-30,2423.9707000000008
1_38_2012-11-30,68393.22490000003
1_40_2012-11-30,59448.037599999996
1_41_2012-11-30,2068.0490000000004
1_42_2012-11-30,7443.316699999999
1_44_2012-11-30,7108.303499999997
1_45_2012-11-30,37.418
1_46_2012-11-30,17548.370399999993
1_48_2012-11-30,3004.2798
1_49_2012-11-30,9157.931799999998
1_52_2012-11-30,2653.123100000001
1_54_2012-11-30,51.981200000000015
1_55_2012-11-30,27171.920600000027
1_56_2012-11-30,986.9592000000001
1_58_2012-11-30,3954.52
1_59_2012-11-30,1749.2559999999985
1_60_2012-11-30,938.2760000000002
1_67_2012-11-30,7641.9689000000035
1_71_2012-11-30,3109.5805
1_72_2012-11-30,56383.1636
1_74_2012-11-30,10597.468399999998
1_79_2012-11-30,30626.916900000033
1_80_2012-11-30,17983.979199999998
1_81_2012-11-30,29151.13749999999
1_82_2012-11-30,20552.92350000001
1_83_2012-11-30,5048.551999999997
1_85_2012-11-30,3703.493499999997
1_87_2012-11-30,47967.392700000004
1_90_2012-11-30,86805.31559999999
1_91_2012-11-30,58263.00529999999
1_92_2012-11-30,100000.0
1_93_2012-11-30,75739.1731
1_94_2012-11-30,68126.54169999999
1_95_2012-11-30,99588.76219999998
1_96_2012-11-30,36494.09309999999
1_97_2012-11-30,32733.74730000003
1_98_2012-11-30,15886.791300000019
1_99_2012-11-30,2880.15
1_1_2012-12-07,49771.758799999974
1_2_2012-12-07,49513.25420000001
1_3_2012-12-07,14085.820400000002
1_4_2012-12-07,40504.828099999984
1_5_2012-12-07,56099.44789999999
1_6_2012-12-07,9756.309400000002
1_7_2012-12-07,69413.67020000001
1_8_2012-12-07,49453.59900000002
1_9_2012-12-07,38851.66639999998
1_10_2012-12-07,31058.770199999984
1_11_2012-12-07,30546.604500000016
1_12_2012-12-07,10949.5539
1_13_2012-12-07,41107.76359999999
1_14_2012-12-07,41895.770000000026
1_16_2012-12-07,8850.567200000003
1_17_2012-12-07,16245.147799999995
1_18_2012-12-07,77032.84170000002
1_19_2012-12-07,1315.3294999999991
1_20_2012-12-07,4539.842800000001
1_21_2012-12-07,9693.510199999999
1_22_2012-12-07,10083.2624
1_23_2012-12-07,44841.69520000002
1_24_2012-12-07,14877.5128
1_25_2012-12-07,11897.413800000004
1_26_2012-12-07,8115.010399999999
1_27_2012-12-07,4847.934200000002
1_28_2012-12-07,734.2834999999999
1_29_2012-12-07,9992.050599999995
1_30_2012-12-07,2421.7408
1_31_2012-12-07,4702.333499999999
1_32_2012-12-07,24360.67649999999
1_33_2012-12-07,18174.63
1_34_2012-12-07,13499.950899999998
1_35_2012-12-07,2672.8494
1_36_2012-12-07,1994.118200000001
1_37_2012-12-07,2787.085799999999
1_38_2012-12-07,81099.97030000003
1_40_2012-12-07,61924.329899999975
1_41_2012-12-07,1631.0023000000012
1_42_2012-12-07,7338.870799999996
1_44_2012-12-07,7063.000799999995
1_45_2012-12-07,20.01880000000002
1_46_2012-12-07,39370.70119999998
1_48_2012-12-07,1890.08
1_49_2012-12-07,10310.996399999996
1_52_2012-12-07,2805.194100000001
1_54_2012-12-07,71.07240000000007
1_55_2012-12-07,22510.524900000004
1_56_2012-12-07,1701.9918999999995
1_58_2012-12-07,3980.307299999999
1_59_2012-12-07,5993.4616000000005
1_60_2012-12-07,1521.2059999999994
1_67_2012-12-07,9551.786200000002
1_71_2012-12-07,2673.0288999999993
1_72_2012-12-07,59165.8203
1_74_2012-12-07,10112.547900000003
1_79_2012-12-07,42977.68539999998
1_80_2012-12-07,20622.0307
1_81_2012-12-07,33007.9675
1_82_2012-12-07,42351.058200000014
1_83_2012-12-07,5857.059300000001
1_85_2012-12-07,5683.430300000007
1_87_2012-12-07,58736.60150000001
1_90_2012-12-07,95129.67200000006
1_91_2012-12-07,71747.18810000001
1_92_2012-12-07,100000.0
1_93_2012-12-07,83376.79109999994
1_94_2012-12-07,61784.89019999999
1_95_2012-12-07,100000.0
1_96_2012-12-07,34764.43119999999
1_97_2012-12-07,38174.389999999985
1_98_2012-12-07,13355.164999999997
1_99_2012-12-07,1384.3123999999998
1_1_2012-12-14,45938.225299999984
1_2_2012-12-14,50068.095599999986
1_3_2012-12-14,12280.2251
1_4_2012-12-14,38283.4824
1_5_2012-12-14,41902.56099999998
1_6_2012-12-14,7980.546300000004
1_7_2012-12-14,65840.02539999997
1_8_2012-12-14,36470.26919999998
1_9_2012-12-14,27652.577600000022
1_10_2012-12-14,30208.45509999999
1_11_2012-12-14,29900.777400000003
1_12_2012-12-14,7785.448199999996
1_13_2012-12-14,36786.003399999994
1_14_2012-12-14,23864.11769999999
1_16_2012-12-14,5217.780600000001
1_17_2012-12-14,11430.248399999999
1_18_2012-12-14,32330.12490000002
1_19_2012-12-14,1339.0422999999992
1_20_2012-12-14,3111.2314000000006
1_21_2012-12-14,9316.786899999996
1_22_2012-12-14,10881.271799999999
1_23_2012-12-14,32766.10669999999
1_24_2012-12-14,11483.712599999997
1_25_2012-12-14,11537.556100000003
1_26_2012-12-14,8256.594999999998
1_27_2012-12-14,3126.0673000000015
1_28_2012-12-14,759.409
1_29_2012-12-14,7067.645
1_30_2012-12-14,2352.4300999999996
1_31_2012-12-14,3622.6559999999986
1_32_2012-12-14,15061.54640000001
1_33_2012-12-14,11088.285799999998
1_34_2012-12-14,13988.236299999999
1_35_2012-12-14,2688.0947999999994
1_36_2012-12-14,2523.8612000000003
1_37_2012-12-14,2453.7973999999995
1_38_2012-12-14,77423.42500000002
1_40_2012-12-14,61271.181700000016
1_41_2012-12-14,1569.4912000000008
1_42_2012-12-14,6698.435399999999
1_44_2012-12-14,6808.393999999997
1_46_2012-12-14,30561.101000000002
1_48_2012-12-14,2031.0398
1_49_2012-12-14,9912.093199999998
1_52_2012-12-14,2887.4336000000003
1_54_2012-12-14,53.83200000000007
1_55_2012-12-14,20186.890200000005
1_56_2012-12-14,1368.9946999999988
1_58_2012-12-14,4227.36
1_59_2012-12-14,3707.1495
1_60_2012-12-14,1510.4379999999999
1_67_2012-12-14,9267.4146
1_71_2012-12-14,2693.3190999999993
1_72_2012-12-14,57527.37120000001
1_74_2012-12-14,9467.711400000004
1_79_2012-12-14,33081.26950000001
1_80_2012-12-14,19354.9535
1_81_2012-12-14,30483.057299999982
1_82_2012-12-14,27885.054599999985
1_83_2012-12-14,5862.473699999998
1_85_2012-12-14,5795.484500000009
1_87_2012-12-14,47997.787800000006
1_90_2012-12-14,93782.96340000011
1_91_2012-12-14,68068.36639999998
1_92_2012-12-14,100000.0
1_93_2012-12-14,78817.09739999998
1_94_2012-12-14,57787.355999999985
1_95_2012-12-14,100000.0
1_96_2012-12-14,31522.356599999996
1_97_2012-12-14,36791.336500000005
1_98_2012-12-14,14819.487700000009
1_99_2012-12-14,1013.3811999999999
1_1_2012-12-21,62873.736800000035
1_2_2012-12-21,56126.46970000005
1_3_2012-12-21,13593.402499999998
1_4_2012-12-21,41163.366800000025
1_5_2012-12-21,65572.41180000009
1_6_2012-12-21,14791.535199999998
1_7_2012-12-21,85448.56599999999
1_8_2012-12-21,45979.44799999999
1_9_2012-12-21,37553.127400000005
1_10_2012-12-21,31334.91299999998
1_11_2012-12-21,28861.346400000002
1_12_2012-12-21,9903.9103
1_13_2012-12-21,36820.85040000002
1_14_2012-12-21,46079.02370000001
1_16_2012-12-21,6182.0953
1_17_2012-12-21,18552.6091
1_18_2012-12-21,44629.859799999984
1_19_2012-12-21,1742.4690000000005
1_20_2012-12-21,4093.2228999999998
1_21_2012-12-21,11076.7725
1_22_2012-12-21,12614.621400000004
1_23_2012-12-21,50221.84170000001
1_24_2012-12-21,15370.777099999992
1_25_2012-12-21,12925.770700000001
1_26_2012-12-21,10043.136999999999
1_27_2012-12-21,6179.5337
1_28_2012-12-21,903.2948000000006
1_29_2012-12-21,10816.126099999989
1_30_2012-12-21,2205.568400000001
1_31_2012-12-21,6093.676499999997
1_32_2012-12-21,45376.5329
1_33_2012-12-21,18537.847400000002
1_34_2012-12-21,14087.4391
1_35_2012-12-21,2966.265999999999
1_36_2012-12-21,3229.0510999999997
1_37_2012-12-21,2737.989900000001
1_38_2012-12-21,70670.78840000002
1_40_2012-12-21,60791.916099999995
1_41_2012-12-21,2432.008200000001
1_42_2012-12-21,7074.906599999993
1_44_2012-12-21,7062.356299999999
1_46_2012-12-21,47886.842499999955
1_47_2012-12-21,-84.305
1_48_2012-12-21,2618.78
1_49_2012-12-21,10006.405900000002
1_52_2012-12-21,2861.8119999999994
1_54_2012-12-21,95.75080000000004
1_55_2012-12-21,26820.083000000002
1_56_2012-12-21,892.1870999999992
1_58_2012-12-21,4072.6093999999994
1_59_2012-12-21,9119.8053
1_60_2012-12-21,1493.5260000000007
1_67_2012-12-21,12964.854900000004
1_71_2012-12-21,3335.7835000000005
1_72_2012-12-21,69321.92310000003
1_74_2012-12-21,12719.955399999993
1_79_2012-12-21,32225.042400000035
1_80_2012-12-21,19135.11560000001
1_81_2012-12-21,30180.458199999994
1_82_2012-12-21,51972.384700000046
1_83_2012-12-21,5638.915599999999
1_85_2012-12-21,7096.39170000001
1_87_2012-12-21,48578.33809999998
1_90_2012-12-21,91022.62850000005
1_91_2012-12-21,63035.035199999955
1_92_2012-12-21,100000.0
1_93_2012-12-21,79366.81829999997
1_94_2012-12-21,68276.28220000006
1_95_2012-12-21,100000.0
1_96_2012-12-21,35723.47019999999
1_97_2012-12-21,36613.67200000003
1_98_2012-12-21,16559.949500000017
1_99_2012-12-21,1409.9432000000002
1_1_2012-12-28,22356.749900000003
1_2_2012-12-28,49437.70200000003
1_3_2012-12-28,10215.774899999995
1_4_2012-12-28,40199.09220000004
1_5_2012-12-28,61796.33329999999
1_6_2012-12-28,15024.826400000004
1_7_2012-12-28,50445.79269999995
1_8_2012-12-28,34861.678999999975
1_9_2012-12-28,30552.838299999992
1_10_2012-12-28,30952.534799999976
1_11_2012-12-28,26334.727799999993
1_12_2012-12-28,8060.187899999997
1_13_2012-12-28,36333.87480000004
1_14_2012-12-28,38896.46930000003
1_16_2012-12-28,5322.1582
1_17_2012-12-28,10927.975599999996
1_18_2012-12-28,17809.633100000014
1_19_2012-12-28,1730.9658999999997
1_20_2012-12-28,4376.8947000000035
1_21_2012-12-28,8616.666599999997
1_22_2012-12-28,13547.615799999998
1_23_2012-12-28,27987.0594
1_24_2012-12-28,13772.071299999996
1_25_2012-12-28,11389.783300000003
1_26_2012-12-28,10439.083699999997
1_27_2012-12-28,2223.5870999999984
1_28_2012-12-28,799.5208000000006
1_29_2012-12-28,7418.656899999994
1_30_2012-12-28,2401.7466000000004
1_31_2012-12-28,2329.6208999999994
1_32_2012-12-28,12811.99649999999
1_33_2012-12-28,5672.6990000000005
1_34_2012-12-28,11787.888299999999
1_35_2012-12-28,2778.344599999999
1_36_2012-12-28,2517.445999999999
1_37_2012-12-28,2743.3182000000024
1_38_2012-12-28,68712.62120000002
1_40_2012-12-28,58943.57039999998
1_41_2012-12-28,2326.9794
1_42_2012-12-28,7189.639300000003
1_44_2012-12-28,6269.932000000001
1_46_2012-12-28,26242.298699999992
1_48_2012-12-28,2696.0229
1_49_2012-12-28,11388.75479999999
1_52_2012-12-28,2582.4998
1_54_2012-12-28,80.29980000000008
1_55_2012-12-28,36034.27250000002
1_56_2012-12-28,623.5363999999997
1_58_2012-12-28,3590.46
1_59_2012-12-28,5722.640900000001
1_60_2012-12-28,744.5680000000002
1_67_2012-12-28,8155.592600000001
1_71_2012-12-28,3535.1120000000037
1_72_2012-12-28,78547.89950000001
1_74_2012-12-28,13615.042000000007
1_79_2012-12-28,29558.236500000035
1_80_2012-12-28,17893.63160000002
1_81_2012-12-28,28078.474799999967
1_82_2012-12-28,35079.276599999976
1_83_2012-12-28,5125.102599999999
1_85_2012-12-28,5144.6268999999975
1_87_2012-12-28,47910.9233
1_90_2012-12-28,83846.16629999997
1_91_2012-12-28,53112.76639999996
1_92_2012-12-28,100000.0
1_93_2012-12-28,60481.9889
1_94_2012-12-28,53910.87209999999
1_95_2012-12-28,96565.21110000007
1_96_2012-12-28,37063.0348
1_97_2012-12-28,33023.59060000001
1_98_2012-12-28,15643.78640000001
1_99_2012-12-28,469.1122000000001
1_1_2013-01-04,17499.864099999984
1_2_2013-01-04,46438.5711
1_3_2013-01-04,12776.199300000004
1_4_2013-01-04,38043.51200000002
1_5_2013-01-04,26208.32630000001
1_6_2013-01-04,2571.6297999999983
1_7_2013-01-04,11696.724200000004
1_8_2013-01-04,38769.70850000002
1_9_2013-01-04,16522.107900000003
1_10_2013-01-04,26219.937199999997
1_11_2013-01-04,24368.51850000002
1_12_2013-01-04,7929.265299999998
1_13_2013-01-04,39809.89619999999
1_14_2013-01-04,14620.07019999999
1_16_2013-01-04,5998.158699999999
1_17_2013-01-04,8708.155700000003
1_18_2013-01-04,6751.2163999999975
1_19_2013-01-04,868.3300000000011
1_20_2013-01-04,3415.4067000000014
1_21_2013-01-04,7491.134800000001
1_22_2013-01-04,8527.561699999995
1_23_2013-01-04,17887.84589999999
1_24_2013-01-04,6409.371099999998
1_25_2013-01-04,6787.062900000001
1_26_2013-01-04,4387.8354999999965
1_27_2013-01-04,1980.7878
1_28_2013-01-04,747.3810999999996
1_29_2013-01-04,4936.687400000001
1_30_2013-01-04,2743.7780000000002
1_31_2013-01-04,2991.030100000002
1_32_2013-01-04,4168.381300000005
1_33_2013-01-04,3909.2827
1_34_2013-01-04,8515.613100000002
1_35_2013-01-04,2006.1474000000017
1_36_2013-01-04,1162.7822000000003
1_37_2013-01-04,3250.260600000004
1_38_2013-01-04,89129.86479999997
1_40_2013-01-04,64893.68479999999
1_41_2013-01-04,348.0861000000002
1_42_2013-01-04,7563.682600000006
1_44_2013-01-04,4281.538700000004
1_46_2013-01-04,16068.158699999993
1_48_2013-01-04,851.05
1_49_2013-01-04,10700.9346
1_52_2013-01-04,1838.121399999999
1_54_2013-01-04,29.903600000000015
1_55_2013-01-04,12512.523700000009
1_56_2013-01-04,947.5492999999997
1_58_2013-01-04,2584.791
1_59_2013-01-04,470.98770000000013
1_60_2013-01-04,1243.7900000000004
1_67_2013-01-04,7480.142299999996
1_71_2013-01-04,2686.079299999998
1_72_2013-01-04,40569.37380000001
1_74_2013-01-04,12039.705200000002
1_79_2013-01-04,42942.09649999994
1_80_2013-01-04,18186.33890000001
1_81_2013-01-04,30486.966100000016
1_82_2013-01-04,20669.77329999999
1_83_2013-01-04,6141.286900000001
1_85_2013-01-04,3006.1400999999987
1_87_2013-01-04,61861.357600000025
1_90_2013-01-04,86908.40340000001
1_91_2013-01-04,67714.28300000001
1_92_2013-01-04,100000.0
1_93_2013-01-04,75067.70429999998
1_94_2013-01-04,64476.264200000034
1_95_2013-01-04,99760.83499999996
1_96_2013-01-04,30656.084
1_97_2013-01-04,35875.12290000001
1_98_2013-01-04,11869.651000000003
1_1_2013-01-11,17440.69749999998
1_2_2013-01-11,45176.856400000004
1_3_2013-01-11,13306.406200000001
1_4_2013-01-11,36285.88680000001
1_5_2013-01-11,23351.892000000003
1_6_2013-01-11,2967.3453000000004
1_7_2013-01-11,10310.694299999997
1_8_2013-01-11,35938.965200000006
1_9_2013-01-11,17283.667300000005
1_10_2013-01-11,26443.640100000008
1_11_2013-01-11,23400.950299999997
1_12_2013-01-11,8006.478999999991
1_13_2013-01-11,38344.4026
1_14_2013-01-11,16140.43059999999
1_16_2013-01-11,7095.0062999999955
1_17_2013-01-11,8889.210400000007
1_18_2013-01-11,3643.0596999999993
1_19_2013-01-11,796.9832000000008
1_20_2013-01-11,4050.9133000000015
1_21_2013-01-11,7364.434399999995
1_22_2013-01-11,8336.060599999995
1_23_2013-01-11,16145.159699999987
1_24_2013-01-11,4205.736800000002
1_25_2013-01-11,6374.250499999998
1_26_2013-01-11,4301.161
